ID	mothernaturenet	greenbiz	wwf	africanconserve	landintegrity	nature_org	nrdc	greenpeace	epa	
437524012	0	0	0	1	0	0	0	0	0	
20059862	0	0	0	1	0	0	0	0	0	
1961445972	0	0	0	0	0	1	1	0	1	
319445363	1	1	0	0	0	1	1	0	0	
295016546	0	0	0	1	0	0	0	0	0	
786768667	0	0	0	0	0	0	1	0	0	
197501147	0	0	1	0	0	0	0	0	0	
2233328041	0	0	0	0	0	0	0	0	1	
57113373	0	1	0	0	0	0	1	0	0	
72056536	1	0	0	0	0	0	0	0	0	
1094086142	0	0	0	0	0	0	0	0	1	
95677244	0	0	0	0	0	1	0	0	0	
921805962	0	0	0	0	0	0	1	0	0	
329822706	0	1	0	0	0	0	0	0	0	
1219481202	0	0	0	1	0	0	0	0	0	
188389125	0	0	0	0	0	0	0	1	0	
2226822013	0	0	0	0	0	1	0	0	0	
277376062	0	0	0	0	0	0	1	0	0	
2200970016	0	0	0	1	0	1	0	0	0	
2229370363	0	1	0	0	0	0	0	0	0	
1289911232	1	0	0	0	0	0	0	0	0	
974771864	0	0	0	0	0	0	0	1	0	
2194115442	0	0	0	0	0	0	0	0	1	
177213885	1	0	0	0	0	0	1	0	0	
19683890	0	0	0	0	0	0	0	0	1	
2168745074	0	0	0	1	0	0	0	0	0	
1382944639	0	0	0	1	0	0	0	0	0	
37617894	0	0	0	0	0	1	0	0	0	
1030716528	0	1	0	0	0	0	0	0	0	
1677557666	0	0	0	0	0	1	1	0	1	
138816483	0	1	0	0	0	0	0	0	0	
2233855736	0	0	0	0	0	0	0	1	0	
30246970	0	0	0	1	0	0	0	0	0	
350822212	0	0	0	0	0	1	0	0	0	
700055067	0	0	0	0	0	0	0	0	1	
447593244	0	0	0	0	0	0	0	1	0	
289699288	1	0	0	0	0	0	0	0	0	
2180891838	0	0	0	0	0	0	1	0	0	
2210987333	0	0	0	0	0	0	0	1	0	
605889042	0	0	0	0	0	0	1	0	0	
2231661655	0	0	0	0	0	0	0	1	0	
2231137650	1	0	0	0	0	1	1	1	0	
2219718829	1	0	0	0	0	1	0	1	0	
71013026	0	0	0	0	0	1	0	0	0	
28252610	0	0	0	0	0	0	0	1	0	
1491259927	0	0	0	1	0	0	0	0	0	
71842416	0	0	0	0	0	0	1	0	0	
1165827548	0	0	0	0	0	0	0	1	0	
284653900	0	0	0	0	0	1	1	0	1	
1954350337	0	1	0	0	0	0	0	0	0	
903778056	0	0	0	0	0	1	0	0	0	
1484639856	1	0	0	0	0	0	0	0	0	
2221546531	0	0	0	0	0	1	0	0	0	
1874880505	0	0	0	1	0	0	0	0	0	
586404087	0	1	0	0	0	0	0	0	0	
203113069	1	0	0	0	0	0	0	0	0	
706119949	1	0	0	0	0	0	1	0	0	
2157354137	0	0	0	0	0	0	0	1	0	
2172903418	0	0	0	0	0	0	1	0	0	
2200071709	1	0	0	0	0	0	0	0	0	
621035551	0	1	0	0	0	0	0	0	0	
1076969964	1	0	0	0	0	0	0	0	0	
2193422792	0	0	0	0	0	0	0	0	1	
1882558117	0	1	0	0	0	0	0	0	0	
331704834	0	0	1	0	0	0	0	0	0	
50091993	0	1	0	0	0	0	0	0	0	
607435986	0	1	0	0	0	0	0	0	0	
383976297	0	0	0	0	0	0	0	1	0	
30793617	0	0	0	0	0	0	1	0	0	
1401825217	0	0	0	1	0	0	0	0	0	
203812937	0	0	0	0	0	0	0	0	1	
169842955	0	0	0	0	0	0	1	0	0	
1921208064	0	0	0	0	0	0	0	1	0	
494962761	0	1	0	0	0	0	0	0	1	
2174111101	0	0	0	0	0	0	0	0	1	
2178728796	0	0	0	0	0	1	0	0	0	
2178119702	1	0	0	0	0	0	1	0	1	
40288393	0	0	0	0	0	0	0	0	1	
2235903163	0	0	0	0	0	0	0	1	0	
172020090	0	0	0	0	0	0	0	0	1	
2225305273	0	0	0	0	0	0	0	0	1	
2213760230	0	0	0	0	0	0	0	0	1	
2217874916	0	0	0	0	0	1	0	0	0	
1729093164	0	0	0	0	0	0	0	0	1	
1623811602	0	0	0	1	0	0	0	0	0	
2149845147	0	0	0	0	0	1	0	0	0	
2230086888	0	0	0	0	0	0	0	1	0	
514786705	0	1	0	0	0	0	0	0	0	
451020082	0	0	0	0	0	1	0	1	0	
28697400	0	1	0	0	0	0	0	0	0	
1460234664	0	0	0	0	0	0	0	1	0	
450675162	0	0	0	0	0	0	1	0	0	
337117076	0	0	0	0	0	0	1	0	0	
490662500	0	0	0	1	0	0	0	0	0	
2206496827	0	0	0	0	0	0	0	0	1	
265546688	0	0	0	1	0	0	0	0	0	
2167074582	0	0	0	0	0	0	0	0	1	
30946070	1	0	0	0	0	0	0	0	0	
36032005	0	0	0	1	0	0	0	0	0	
2218777292	0	0	0	0	0	1	0	0	0	
339689385	0	0	0	1	0	0	0	0	0	
2200513560	0	0	0	0	0	0	0	0	1	
1728549840	0	1	0	0	0	0	0	0	0	
354694361	0	0	0	0	0	0	0	1	0	
2188562652	1	0	0	0	0	0	1	0	1	
32529735	0	0	0	0	0	0	0	0	1	
1372434433	0	1	0	0	0	0	0	0	0	
468642353	0	0	0	0	0	0	0	1	0	
2177098261	0	0	0	0	1	0	0	0	0	
84627664	0	1	0	0	0	0	0	0	0	
1912236188	0	0	0	1	0	0	0	0	0	
250564246	0	1	0	0	0	0	0	0	0	
184305251	1	0	0	0	0	1	0	0	0	
636594930	0	0	0	0	0	0	0	0	1	
2223283496	0	0	0	0	0	1	0	1	0	
1325226258	0	0	0	1	0	0	0	0	0	
553837939	0	0	0	0	0	0	0	1	0	
847047973	0	1	0	0	0	0	0	0	0	
27235979	1	0	0	0	0	0	0	0	0	
379500359	0	0	0	1	0	0	0	0	0	
418988452	0	0	0	1	0	0	0	0	0	
1110856854	1	0	0	0	0	0	0	0	0	
2168742096	1	0	0	0	0	0	0	0	0	
1891301148	0	1	0	0	0	0	0	0	0	
396376071	0	0	0	0	0	0	0	0	1	
23278775	0	0	0	0	1	0	0	0	0	
21396632	0	1	0	0	0	0	0	0	0	
2197175875	0	0	0	0	0	0	1	0	0	
1927398774	0	0	0	0	0	0	0	1	0	
457140712	0	0	0	0	0	0	0	0	1	
2155068389	0	0	0	1	0	0	0	0	0	
801132612	0	0	0	0	1	0	0	0	0	
370335857	0	0	0	0	0	0	0	1	0	
2225875712	0	0	0	0	0	1	0	0	0	
247489072	1	0	0	0	0	0	0	0	0	
61313461	0	0	0	0	0	0	0	1	0	
16289206	1	0	0	0	0	0	0	0	0	
28304706	0	0	0	1	0	0	0	0	0	
23691587	0	0	0	0	0	0	0	1	0	
1622659662	0	0	0	0	0	1	0	0	0	
375043434	0	1	0	0	0	0	0	0	0	
1529504983	0	0	0	1	0	0	0	0	0	
272092241	0	0	0	1	0	0	0	0	0	
275814427	1	0	0	0	0	0	0	0	0	
230479225	0	0	0	0	0	0	0	1	0	
2213292788	0	0	0	0	0	0	0	0	1	
2206415596	0	0	0	0	0	0	0	1	0	
1517251680	0	0	0	1	0	0	0	0	0	
2157756458	1	0	0	0	0	0	1	0	0	
1968822206	1	0	0	0	0	0	0	0	0	
2205626897	0	0	0	0	0	0	0	0	1	
298506564	1	0	0	0	0	1	0	0	0	
945222992	0	1	0	0	0	0	0	0	0	
2205416528	1	1	0	0	0	0	0	0	0	
2188635553	0	0	0	0	0	0	1	0	0	
1534502586	0	1	0	0	0	0	0	0	0	
1505961120	0	0	0	0	0	0	0	0	1	
157681986	1	0	0	0	0	0	1	0	1	
25015050	0	0	0	0	0	1	0	1	0	
1328866982	0	0	0	0	0	0	0	1	0	
1328524358	0	0	0	0	0	0	0	1	1	
58209006	0	0	0	0	0	0	0	0	1	
1710870103	0	0	0	0	0	0	1	0	0	
2229471576	0	0	0	0	0	0	0	1	0	
1684965630	0	1	0	0	0	0	0	0	0	
989973378	0	0	0	0	0	0	0	0	1	
69354233	0	1	0	0	0	0	0	0	0	
369184322	0	1	0	0	0	0	0	0	0	
330164489	0	0	0	0	0	0	1	0	0	
301713190	0	0	0	0	0	0	0	0	1	
2233860122	0	0	0	0	0	0	0	1	0	
1264784460	0	1	0	0	0	0	0	0	0	
1713522061	0	1	0	0	0	0	0	0	0	
56207012	0	0	0	1	0	0	0	0	0	
285290620	0	1	0	0	0	0	0	0	0	
397510159	0	0	0	0	0	0	1	0	0	
190545476	0	1	0	0	0	0	0	0	0	
2180253581	0	0	0	0	0	0	0	0	1	
529707901	0	0	0	1	0	0	0	0	0	
1444443799	0	0	0	1	0	0	0	0	0	
191258041	0	0	0	0	1	0	0	0	0	
188365437	0	1	0	0	0	0	0	0	0	
589928770	0	0	0	0	0	0	0	1	0	
83526642	0	0	0	1	0	0	0	0	0	
2176325047	0	0	0	0	0	0	1	0	0	
320980540	1	0	0	0	0	0	0	0	0	
1542010178	0	0	0	1	0	0	0	0	0	
28574101	0	0	0	0	0	0	1	0	0	
907019360	1	0	0	0	0	0	0	0	0	
1022663396	0	0	0	0	0	0	1	0	0	
2209259735	0	0	0	0	0	0	0	1	0	
274135516	0	1	0	0	0	0	0	0	0	
2236917769	1	0	0	0	0	0	0	0	0	
1488874320	1	0	0	0	0	0	0	0	0	
2236123872	0	0	0	0	0	0	0	1	0	
339829200	0	0	0	0	0	0	0	1	0	
2213441731	0	0	0	0	0	0	0	0	1	
68203315	0	0	0	0	0	0	0	1	0	
1322112469	1	0	0	0	0	0	1	0	0	
1978694288	0	1	0	0	0	0	0	0	0	
46668375	0	1	0	0	0	0	0	0	0	
1901695867	1	0	0	0	0	0	0	0	0	
2180097403	1	0	0	0	0	0	0	0	0	
1531889498	0	0	0	1	0	0	0	0	0	
260802051	0	1	0	0	0	0	0	0	0	
2214610262	0	0	0	0	0	0	0	0	1	
362642209	0	0	0	0	0	0	0	0	1	
2222306053	0	1	0	0	0	0	0	0	0	
1049578200	1	0	0	0	0	0	0	0	0	
1472641550	0	0	0	1	0	0	0	0	0	
1905181526	0	0	0	0	0	0	0	0	1	
218622118	0	0	0	1	0	0	0	0	0	
1401467821	0	0	0	0	0	0	0	1	0	
121188099	1	0	0	0	0	0	0	0	0	
1398574051	1	0	0	0	0	0	1	0	1	
432528207	0	1	0	0	0	0	0	0	0	
338055300	0	0	0	0	0	0	0	1	0	
79005087	0	0	0	0	0	0	0	0	1	
2165443459	1	1	0	0	0	1	1	0	0	
148423625	0	0	0	0	0	1	0	0	0	
223712975	0	0	0	0	0	0	0	1	0	
27378689	0	0	0	0	0	1	0	0	0	
334876469	0	0	0	1	0	0	0	0	0	
36590225	0	0	0	0	0	1	0	0	0	
76750025	0	1	0	0	0	0	0	0	0	
131253470	0	0	0	0	0	0	0	0	1	
1724502703	0	0	0	1	0	0	0	0	0	
88777842	0	0	0	0	0	1	1	0	0	
995667566	0	0	0	0	0	1	1	1	1	
1116698576	1	0	0	0	0	0	0	0	0	
1965249422	0	0	0	0	0	1	0	0	0	
1568585808	0	0	0	0	0	1	0	0	0	
276708102	0	0	0	0	0	1	0	1	0	
2233247101	0	0	0	0	0	1	0	0	0	
1249889738	0	0	0	0	0	0	0	0	1	
18524786	0	0	0	0	0	1	0	0	0	
1564264135	0	0	0	1	0	0	0	0	0	
497745409	0	0	0	0	0	0	1	0	0	
807425790	0	0	0	0	0	0	0	0	1	
776215501	0	0	0	1	0	0	0	0	0	
702420885	0	0	0	0	0	0	0	0	1	
919921518	0	0	0	0	0	0	0	0	1	
20296967	0	0	0	0	0	0	1	0	0	
265104983	0	1	0	0	0	0	0	0	0	
1377619633	0	0	0	1	0	0	0	0	0	
1022693570	1	1	0	0	0	0	0	0	0	
39419627	0	0	0	0	0	1	0	0	0	
558813733	0	0	0	0	0	0	0	1	0	
333875001	1	0	0	0	0	0	0	0	0	
1618380841	1	0	0	0	0	0	0	0	0	
2231122363	0	0	0	0	0	0	0	1	0	
108851709	0	0	0	1	0	0	0	0	0	
1948121929	0	0	0	0	0	0	0	0	1	
1661538812	1	0	0	0	0	0	0	1	0	
2196578142	1	0	0	0	0	0	0	0	0	
1699974133	0	0	0	0	0	0	1	0	0	
548677035	1	0	0	0	0	0	0	0	1	
1005329916	0	1	0	0	0	0	0	0	0	
320377129	1	0	0	0	0	1	1	0	0	
551265406	0	0	0	0	0	0	1	0	0	
2232924505	0	0	0	0	0	0	0	1	0	
1108060736	0	0	0	0	0	0	0	0	1	
2232868531	0	0	0	0	0	0	0	0	1	
548042034	0	0	0	0	0	0	0	0	1	
10270572	0	0	1	0	0	1	0	0	0	
40000953	0	1	0	0	0	0	0	0	0	
308783878	0	0	0	0	0	1	0	0	0	
495925606	0	0	0	0	0	1	0	0	0	
424950801	0	0	0	1	0	0	0	0	0	
1223644028	0	0	0	0	0	1	0	0	0	
164804237	1	1	0	0	0	0	0	0	0	
775004641	0	0	0	0	0	0	1	0	0	
957576246	1	0	0	0	0	0	0	0	0	
183333657	0	0	0	0	0	1	0	0	0	
841255573	0	0	0	0	0	1	0	1	0	
1934830362	0	1	0	0	0	0	0	0	0	
418492964	0	0	0	0	0	1	0	0	0	
2165137774	1	0	0	0	0	0	0	0	0	
357364665	0	0	0	0	0	0	1	0	0	
2204135648	0	0	0	0	0	0	0	0	1	
2200358876	0	1	0	0	0	0	0	0	0	
2198365080	0	0	0	0	0	0	0	0	1	
82557590	0	0	0	1	0	0	0	0	0	
1921305488	0	0	0	0	0	0	0	1	0	
17194691	1	0	0	0	0	0	0	1	0	
2223482220	1	0	0	0	0	1	0	1	0	
152485716	0	1	0	0	0	0	0	0	0	
2208703088	0	0	0	0	0	0	0	0	1	
492763449	0	0	0	0	0	0	0	0	1	
1590205748	0	0	0	0	0	0	0	0	1	
143476695	0	0	0	0	0	1	0	0	0	
450537098	0	0	0	1	0	0	0	0	0	
1598689573	0	0	0	1	0	0	0	0	0	
316045458	0	0	0	1	0	0	0	0	0	
1957622144	0	1	0	0	0	0	0	0	0	
2224793713	0	0	0	0	0	1	0	0	0	
2154083192	0	0	0	0	0	0	1	0	0	
308692485	0	0	0	1	0	0	0	0	0	
2206189897	0	0	0	0	0	1	0	0	0	
894290970	0	0	0	0	0	0	0	0	1	
2196347378	0	0	0	0	0	0	0	0	1	
215702989	0	0	0	0	0	0	0	0	1	
2228369336	0	0	0	0	0	1	0	0	0	
202704430	0	1	0	0	0	0	0	0	0	
1594302774	0	0	0	0	0	0	1	0	0	
2173492255	1	0	0	0	0	0	1	0	0	
23061185	0	0	0	0	0	0	0	1	0	
593151163	1	0	0	0	0	0	0	0	0	
1218972786	0	1	0	0	0	0	0	0	0	
2210675353	0	0	0	0	0	0	0	0	1	
1885188270	0	0	0	1	0	0	0	0	0	
2191497752	0	0	0	0	0	1	0	1	0	
609683086	0	0	0	0	0	0	0	0	1	
533666724	0	1	0	0	0	0	0	0	0	
1912721190	0	1	0	0	0	0	0	0	0	
1093124594	0	0	0	1	0	0	0	0	0	
1609169833	1	0	0	0	0	0	0	0	0	
17984954	0	0	0	1	0	0	0	0	0	
19667145	0	0	1	0	0	0	0	0	0	
182194007	0	1	0	0	0	0	1	0	0	
1967877103	0	0	0	0	0	0	1	0	0	
617711753	1	0	0	0	0	0	0	0	0	
1948044206	0	1	0	0	0	0	0	0	0	
548112438	0	0	0	1	0	0	0	0	0	
705771924	0	1	0	0	0	0	0	0	0	
2213628499	1	0	0	0	0	0	0	0	0	
2230273154	0	0	0	0	0	0	0	0	1	
2232572635	0	0	0	0	0	0	0	0	1	
913771502	0	1	0	0	0	0	0	0	0	
457868507	0	0	0	0	0	0	1	0	0	
426659840	0	0	0	0	0	0	0	0	1	
